OID_,FID_Ch5_region_surf_geol_NAD83UTMZn8N,Type,Name,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name_1,WatershedArea,LakeAddCheck,Shape_Length,Shape_Area,polygonareakm2
514,2,P,Piedmont,72,,site36,,Y,53080.627023000750341,16750140.348672864958644,16.750140348672865
515,2,P,Piedmont,79,,siteSC-5B,,Y,53080.627023000750341,16750140.348672864958644,16.750140348672865
516,2,P,Piedmont,80,,siteSC-6B,,Y,53080.627023000750341,16750140.348672864958644,16.750140348672865
517,2,P,Piedmont,83,,siteSC-7B,,Y,53080.627023000750341,16750140.348672864958644,16.750140348672865
518,2,P,Piedmont,57,,SC-8B,,Y,49229.418583813247096,18851711.067058015614748,18.851711067058016
519,2,P,Piedmont,59,,siteSC-9A,,Y,49229.418583813247096,18851711.067058015614748,18.851711067058016
520,2,P,Piedmont,60,,siteSCoutlet170710,,Y,49229.418583813247096,18851711.067058015614748,18.851711067058016
521,2,P,Piedmont,61,,siteSCoutlet170807,,Y,49229.418583813247096,18851711.067058015614748,18.851711067058016
522,2,P,Piedmont,73,,site37,,Y,49229.418583813247096,18851711.067058015614748,18.851711067058016
523,2,P,Piedmont,79,,siteSC-5B,,Y,49229.418583813247096,18851711.067058015614748,18.851711067058016
524,2,P,Piedmont,80,,siteSC-6B,,Y,49229.418583813247096,18851711.067058015614748,18.851711067058016
525,2,P,Piedmont,83,,siteSC-7B,,Y,49229.418583813247096,18851711.067058015614748,18.851711067058016
526,2,P,Piedmont,57,,SC-8B,,Y,15169.164337336394965,3809733.519827074836940,3.809733519827075
527,2,P,Piedmont,59,,siteSC-9A,,Y,15169.164337336394965,3809733.519827074836940,3.809733519827075
528,2,P,Piedmont,60,,siteSCoutlet170710,,Y,15169.164337336394965,3809733.519827074836940,3.809733519827075
529,2,P,Piedmont,61,,siteSCoutlet170807,,Y,15169.164337336394965,3809733.519827074836940,3.809733519827075
530,2,P,Piedmont,74,,site38,,Y,15169.164337336394965,3809733.519827074836940,3.809733519827075
531,2,P,Piedmont,79,,siteSC-5B,,Y,15169.164337336394965,3809733.519827074836940,3.809733519827075
532,2,P,Piedmont,80,,siteSC-6B,,Y,15169.164337336394965,3809733.519827074836940,3.809733519827075
533,2,P,Piedmont,83,,siteSC-7B,,Y,15169.164337336394965,3809733.519827074836940,3.809733519827075
534,2,P,Piedmont,57,,SC-8B,,Y,48641.147598265837587,30222693.551460336893797,30.222693551460335
535,2,P,Piedmont,59,,siteSC-9A,,Y,48641.147598265837587,30222693.551460336893797,30.222693551460335
536,2,P,Piedmont,60,,siteSCoutlet170710,,Y,48641.147598265837587,30222693.551460336893797,30.222693551460335
537,2,P,Piedmont,61,,siteSCoutlet170807,,Y,48641.147598265837587,30222693.551460336893797,30.222693551460335
538,2,P,Piedmont,75,,siteSC-4B,,Y,48641.147598265837587,30222693.551460336893797,30.222693551460335
539,2,P,Piedmont,79,,siteSC-5B,,Y,48641.147598265837587,30222693.551460336893797,30.222693551460335
540,2,P,Piedmont,80,,siteSC-6B,,Y,48641.147598265837587,30222693.551460336893797,30.222693551460335
541,2,P,Piedmont,83,,siteSC-7B,,Y,48641.147598265837587,30222693.551460336893797,30.222693551460335
542,5,O,Organic,57,,SC-8B,,Y,6862.791849698556689,600717.075568082742393,0.600717075568083
543,5,O,Organic,59,,siteSC-9A,,Y,6862.791849698556689,600717.075568082742393,0.600717075568083
544,5,O,Organic,60,,siteSCoutlet170710,,Y,6862.791849698556689,600717.075568082742393,0.600717075568083
545,5,O,Organic,61,,siteSCoutlet170807,,Y,6862.791849698556689,600717.075568082742393,0.600717075568083
546,5,O,Organic,72,,site36,,Y,6862.791849698556689,600717.075568082742393,0.600717075568083
547,5,O,Organic,79,,siteSC-5B,,Y,6862.791849698556689,600717.075568082742393,0.600717075568083
548,5,O,Organic,80,,siteSC-6B,,Y,6862.791849698556689,600717.075568082742393,0.600717075568083
549,5,O,Organic,83,,siteSC-7B,,Y,6862.791849698556689,600717.075568082742393,0.600717075568083
550,5,O,Organic,57,,SC-8B,,Y,2436.072984422497484,205356.532837248523720,0.205356532837249
551,5,O,Organic,59,,siteSC-9A,,Y,2436.072984422497484,205356.532837248523720,0.205356532837249
552,5,O,Organic,60,,siteSCoutlet170710,,Y,2436.072984422497484,205356.532837248523720,0.205356532837249
553,5,O,Organic,61,,siteSCoutlet170807,,Y,2436.072984422497484,205356.532837248523720,0.205356532837249
554,5,O,Organic,73,,site37,,Y,2436.072984422497484,205356.532837248523720,0.205356532837249
555,5,O,Organic,79,,siteSC-5B,,Y,2436.072984422497484,205356.532837248523720,0.205356532837249
556,5,O,Organic,80,,siteSC-6B,,Y,2436.072984422497484,205356.532837248523720,0.205356532837249
557,5,O,Organic,83,,siteSC-7B,,Y,2436.072984422497484,205356.532837248523720,0.205356532837249
558,5,O,Organic,57,,SC-8B,,Y,5014.960935771770892,363584.684539149515331,0.363584684539149
559,5,O,Organic,59,,siteSC-9A,,Y,5014.960935771770892,363584.684539149515331,0.363584684539149
560,5,O,Organic,60,,siteSCoutlet170710,,Y,5014.960935771770892,363584.684539149515331,0.363584684539149
561,5,O,Organic,61,,siteSCoutlet170807,,Y,5014.960935771770892,363584.684539149515331,0.363584684539149
562,5,O,Organic,74,,site38,,Y,5014.960935771770892,363584.684539149515331,0.363584684539149
563,5,O,Organic,79,,siteSC-5B,,Y,5014.960935771770892,363584.684539149515331,0.363584684539149
564,5,O,Organic,80,,siteSC-6B,,Y,5014.960935771770892,363584.684539149515331,0.363584684539149
565,5,O,Organic,83,,siteSC-7B,,Y,5014.960935771770892,363584.684539149515331,0.363584684539149
566,5,O,Organic,57,,SC-8B,,Y,10183.772238045032282,1730288.845877600833774,1.730288845877601
567,5,O,Organic,59,,siteSC-9A,,Y,10183.772238045032282,1730288.845877600833774,1.730288845877601
568,5,O,Organic,60,,siteSCoutlet170710,,Y,10183.772238045032282,1730288.845877600833774,1.730288845877601
569,5,O,Organic,61,,siteSCoutlet170807,,Y,10183.772238045032282,1730288.845877600833774,1.730288845877601
570,5,O,Organic,75,,siteSC-4B,,Y,10183.772238045032282,1730288.845877600833774,1.730288845877601
571,5,O,Organic,79,,siteSC-5B,,Y,10183.772238045032282,1730288.845877600833774,1.730288845877601
572,5,O,Organic,80,,siteSC-6B,,Y,10183.772238045032282,1730288.845877600833774,1.730288845877601
573,5,O,Organic,83,,siteSC-7B,,Y,10183.772238045032282,1730288.845877600833774,1.730288845877601
574,6,M,Moraine,57,,SC-8B,,Y,26531.805154757203127,16444843.428062621504068,16.444843428062622
575,6,M,Moraine,59,,siteSC-9A,,Y,26531.805154757203127,16444843.428062621504068,16.444843428062622
576,6,M,Moraine,60,,siteSCoutlet170710,,Y,26531.805154757203127,16444843.428062621504068,16.444843428062622
577,6,M,Moraine,61,,siteSCoutlet170807,,Y,26531.805154757203127,16444843.428062621504068,16.444843428062622
578,6,M,Moraine,75,,siteSC-4B,,Y,26531.805154757203127,16444843.428062621504068,16.444843428062622
579,6,M,Moraine,79,,siteSC-5B,,Y,26531.805154757203127,16444843.428062621504068,16.444843428062622
580,6,M,Moraine,80,,siteSC-6B,,Y,26531.805154757203127,16444843.428062621504068,16.444843428062622
581,6,M,Moraine,83,,siteSC-7B,,Y,26531.805154757203127,16444843.428062621504068,16.444843428062622
582,6,M,Moraine,57,,SC-8B,,Y,7499.392308787470938,2573243.009167608805001,2.573243009167609
583,6,M,Moraine,59,,siteSC-9A,,Y,7499.392308787470938,2573243.009167608805001,2.573243009167609
584,6,M,Moraine,60,,siteSCoutlet170710,,Y,7499.392308787470938,2573243.009167608805001,2.573243009167609
585,6,M,Moraine,61,,siteSCoutlet170807,,Y,7499.392308787470938,2573243.009167608805001,2.573243009167609
586,6,M,Moraine,78,,site35,,Y,7499.392308787470938,2573243.009167608805001,2.573243009167609
587,6,M,Moraine,79,,siteSC-5B,,Y,7499.392308787470938,2573243.009167608805001,2.573243009167609
588,6,M,Moraine,80,,siteSC-6B,,Y,7499.392308787470938,2573243.009167608805001,2.573243009167609
589,6,M,Moraine,83,,siteSC-7B,,Y,7499.392308787470938,2573243.009167608805001,2.573243009167609
590,9,C,Colluvial,12,,SDDN150704,,Y,5919.588680937358731,165821.667327859729994,0.165821667327860
591,9,C,Colluvial,13,,site48,,Y,5919.588680937358731,165821.667327859729994,0.165821667327860
592,9,C,Colluvial,14,,SDDNTS100150704,,Y,5919.588680937358731,165821.667327859729994,0.165821667327860
593,9,C,Colluvial,15,,SDDNTS200150704,,Y,5919.588680937358731,165821.667327859729994,0.165821667327860
594,9,C,Colluvial,16,,SDDNTS300150704,,Y,5919.588680937358731,165821.667327859729994,0.165821667327860
595,9,C,Colluvial,17,,SDDNTS400150704,,Y,5919.588680937358731,165821.667327859729994,0.165821667327860
596,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,5919.588680937358731,165821.667327859729994,0.165821667327860
597,9,C,Colluvial,47,,S3DNTS7160730,,Y,5919.588680937358731,165821.667327859729994,0.165821667327860
598,9,C,Colluvial,37,,SEDNTS1000150821,,Y,805.054367460694039,11413.134135321879512,0.011413134135322
599,9,C,Colluvial,38,,HAUPTS2160617,,Y,805.054367460694039,11413.134135321879512,0.011413134135322
600,9,C,Colluvial,39,,HAUPTS22160726,,Y,805.054367460694039,11413.134135321879512,0.011413134135322
601,9,C,Colluvial,41,,HADNTS3160726,,Y,805.054367460694039,11413.134135321879512,0.011413134135322
602,9,C,Colluvial,42,,S2UPTS4160617,,Y,805.054367460694039,11413.134135321879512,0.011413134135322
603,9,C,Colluvial,44,,S2DNTS5160617,,Y,805.054367460694039,11413.134135321879512,0.011413134135322
604,9,C,Colluvial,45,,S3UPTS6160730,,Y,805.054367460694039,11413.134135321879512,0.011413134135322
605,9,C,Colluvial,47,,S3DNTS7160730,,Y,805.054367460694039,11413.134135321879512,0.011413134135322
606,9,C,Colluvial,57,,SC-8B,,Y,14587.347636785898430,6079399.069151000119746,6.079399069151000
607,9,C,Colluvial,59,,siteSC-9A,,Y,14587.347636785898430,6079399.069151000119746,6.079399069151000
608,9,C,Colluvial,60,,siteSCoutlet170710,,Y,14587.347636785898430,6079399.069151000119746,6.079399069151000
609,9,C,Colluvial,61,,siteSCoutlet170807,,Y,14587.347636785898430,6079399.069151000119746,6.079399069151000
610,9,C,Colluvial,70,,site19,,Y,14587.347636785898430,6079399.069151000119746,6.079399069151000
611,9,C,Colluvial,79,,siteSC-5B,,Y,14587.347636785898430,6079399.069151000119746,6.079399069151000
612,9,C,Colluvial,80,,siteSC-6B,,Y,14587.347636785898430,6079399.069151000119746,6.079399069151000
613,9,C,Colluvial,83,,siteSC-7B,,Y,14587.347636785898430,6079399.069151000119746,6.079399069151000
614,9,C,Colluvial,57,,SC-8B,,Y,29421.660150070918462,11616178.222781246528029,11.616178222781246
615,9,C,Colluvial,59,,siteSC-9A,,Y,29421.660150070918462,11616178.222781246528029,11.616178222781246
616,9,C,Colluvial,60,,siteSCoutlet170710,,Y,29421.660150070918462,11616178.222781246528029,11.616178222781246
617,9,C,Colluvial,61,,siteSCoutlet170807,,Y,29421.660150070918462,11616178.222781246528029,11.616178222781246
618,9,C,Colluvial,71,,site5,,Y,29421.660150070918462,11616178.222781246528029,11.616178222781246
619,9,C,Colluvial,79,,siteSC-5B,,Y,29421.660150070918462,11616178.222781246528029,11.616178222781246
620,9,C,Colluvial,80,,siteSC-6B,,Y,29421.660150070918462,11616178.222781246528029,11.616178222781246
621,9,C,Colluvial,83,,siteSC-7B,,Y,29421.660150070918462,11616178.222781246528029,11.616178222781246
622,9,C,Colluvial,57,,SC-8B,,Y,37923.553911575429083,23307827.637984357774258,23.307827637984357
623,9,C,Colluvial,59,,siteSC-9A,,Y,37923.553911575429083,23307827.637984357774258,23.307827637984357
624,9,C,Colluvial,60,,siteSCoutlet170710,,Y,37923.553911575429083,23307827.637984357774258,23.307827637984357
625,9,C,Colluvial,61,,siteSCoutlet170807,,Y,37923.553911575429083,23307827.637984357774258,23.307827637984357
626,9,C,Colluvial,72,,site36,,Y,37923.553911575429083,23307827.637984357774258,23.307827637984357
627,9,C,Colluvial,79,,siteSC-5B,,Y,37923.553911575429083,23307827.637984357774258,23.307827637984357
628,9,C,Colluvial,80,,siteSC-6B,,Y,37923.553911575429083,23307827.637984357774258,23.307827637984357
629,9,C,Colluvial,83,,siteSC-7B,,Y,37923.553911575429083,23307827.637984357774258,23.307827637984357
630,9,C,Colluvial,57,,SC-8B,,Y,21300.869906841980992,6139563.693061069585383,6.139563693061070
631,9,C,Colluvial,59,,siteSC-9A,,Y,21300.869906841980992,6139563.693061069585383,6.139563693061070
632,9,C,Colluvial,60,,siteSCoutlet170710,,Y,21300.869906841980992,6139563.693061069585383,6.139563693061070
633,9,C,Colluvial,61,,siteSCoutlet170807,,Y,21300.869906841980992,6139563.693061069585383,6.139563693061070
634,9,C,Colluvial,73,,site37,,Y,21300.869906841980992,6139563.693061069585383,6.139563693061070
635,9,C,Colluvial,79,,siteSC-5B,,Y,21300.869906841980992,6139563.693061069585383,6.139563693061070
636,9,C,Colluvial,80,,siteSC-6B,,Y,21300.869906841980992,6139563.693061069585383,6.139563693061070
637,9,C,Colluvial,83,,siteSC-7B,,Y,21300.869906841980992,6139563.693061069585383,6.139563693061070
638,9,C,Colluvial,57,,SC-8B,,Y,44704.370042318245396,25143277.196276284754276,25.143277196276284
639,9,C,Colluvial,59,,siteSC-9A,,Y,44704.370042318245396,25143277.196276284754276,25.143277196276284
640,9,C,Colluvial,60,,siteSCoutlet170710,,Y,44704.370042318245396,25143277.196276284754276,25.143277196276284
641,9,C,Colluvial,61,,siteSCoutlet170807,,Y,44704.370042318245396,25143277.196276284754276,25.143277196276284
642,9,C,Colluvial,75,,siteSC-4B,,Y,44704.370042318245396,25143277.196276284754276,25.143277196276284
643,9,C,Colluvial,79,,siteSC-5B,,Y,44704.370042318245396,25143277.196276284754276,25.143277196276284
644,9,C,Colluvial,80,,siteSC-6B,,Y,44704.370042318245396,25143277.196276284754276,25.143277196276284
645,9,C,Colluvial,83,,siteSC-7B,,Y,44704.370042318245396,25143277.196276284754276,25.143277196276284
646,10,A,Alluvial,57,,SC-8B,,Y,16359.124279666382790,1812726.218389404704794,1.812726218389405
647,10,A,Alluvial,59,,siteSC-9A,,Y,16359.124279666382790,1812726.218389404704794,1.812726218389405
648,10,A,Alluvial,60,,siteSCoutlet170710,,Y,16359.124279666382790,1812726.218389404704794,1.812726218389405
649,10,A,Alluvial,61,,siteSCoutlet170807,,Y,16359.124279666382790,1812726.218389404704794,1.812726218389405
650,10,A,Alluvial,72,,site36,,Y,16359.124279666382790,1812726.218389404704794,1.812726218389405
651,10,A,Alluvial,79,,siteSC-5B,,Y,16359.124279666382790,1812726.218389404704794,1.812726218389405
652,10,A,Alluvial,80,,siteSC-6B,,Y,16359.124279666382790,1812726.218389404704794,1.812726218389405
653,10,A,Alluvial,83,,siteSC-7B,,Y,16359.124279666382790,1812726.218389404704794,1.812726218389405
654,10,A,Alluvial,57,,SC-8B,,Y,12976.198238895374743,1117155.095145533559844,1.117155095145534
655,10,A,Alluvial,59,,siteSC-9A,,Y,12976.198238895374743,1117155.095145533559844,1.117155095145534
656,10,A,Alluvial,60,,siteSCoutlet170710,,Y,12976.198238895374743,1117155.095145533559844,1.117155095145534
657,10,A,Alluvial,61,,siteSCoutlet170807,,Y,12976.198238895374743,1117155.095145533559844,1.117155095145534
658,10,A,Alluvial,73,,site37,,Y,12976.198238895374743,1117155.095145533559844,1.117155095145534
659,10,A,Alluvial,79,,siteSC-5B,,Y,12976.198238895374743,1117155.095145533559844,1.117155095145534
660,10,A,Alluvial,80,,siteSC-6B,,Y,12976.198238895374743,1117155.095145533559844,1.117155095145534
661,10,A,Alluvial,83,,siteSC-7B,,Y,12976.198238895374743,1117155.095145533559844,1.117155095145534
662,10,A,Alluvial,57,,SC-8B,,Y,23705.883116215973132,4572755.501780109480023,4.572755501780109
663,10,A,Alluvial,59,,siteSC-9A,,Y,23705.883116215973132,4572755.501780109480023,4.572755501780109
664,10,A,Alluvial,60,,siteSCoutlet170710,,Y,23705.883116215973132,4572755.501780109480023,4.572755501780109
665,10,A,Alluvial,61,,siteSCoutlet170807,,Y,23705.883116215973132,4572755.501780109480023,4.572755501780109
666,10,A,Alluvial,75,,siteSC-4B,,Y,23705.883116215973132,4572755.501780109480023,4.572755501780109
667,10,A,Alluvial,79,,siteSC-5B,,Y,23705.883116215973132,4572755.501780109480023,4.572755501780109
668,10,A,Alluvial,80,,siteSC-6B,,Y,23705.883116215973132,4572755.501780109480023,4.572755501780109
669,10,A,Alluvial,83,,siteSC-7B,,Y,23705.883116215973132,4572755.501780109480023,4.572755501780109
670,10,A,Alluvial,57,,SC-8B,,Y,4508.341563913312712,336876.958523809968028,0.336876958523810
671,10,A,Alluvial,59,,siteSC-9A,,Y,4508.341563913312712,336876.958523809968028,0.336876958523810
672,10,A,Alluvial,60,,siteSCoutlet170710,,Y,4508.341563913312712,336876.958523809968028,0.336876958523810
673,10,A,Alluvial,61,,siteSCoutlet170807,,Y,4508.341563913312712,336876.958523809968028,0.336876958523810
674,10,A,Alluvial,78,,site35,,Y,4508.341563913312712,336876.958523809968028,0.336876958523810
675,10,A,Alluvial,79,,siteSC-5B,,Y,4508.341563913312712,336876.958523809968028,0.336876958523810
676,10,A,Alluvial,80,,siteSC-6B,,Y,4508.341563913312712,336876.958523809968028,0.336876958523810
677,10,A,Alluvial,83,,siteSC-7B,,Y,4508.341563913312712,336876.958523809968028,0.336876958523810
678,0,F,Fluvial,57,,SC-8B,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
679,0,F,Fluvial,59,,siteSC-9A,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
680,0,F,Fluvial,60,,siteSCoutlet170710,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
681,0,F,Fluvial,61,,siteSCoutlet170807,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
682,0,F,Fluvial,68,,siteSC-3B,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
683,0,F,Fluvial,75,,siteSC-4B,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
684,0,F,Fluvial,79,,siteSC-5B,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
685,0,F,Fluvial,80,,siteSC-6B,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
686,0,F,Fluvial,83,,siteSC-7B,,Y,3525.058036081763021,345342.804917244706303,0.345342804917245
687,2,P,Piedmont,20,,SEDN160725,,Y,36.109438247405663,0.021662756825356,0.000000021662757
688,2,P,Piedmont,21,,SEDN150706,,Y,36.109438247405663,0.021662756825356,0.000000021662757
689,2,P,Piedmont,22,,SEDN160617,,Y,36.109438247405663,0.021662756825356,0.000000021662757
690,2,P,Piedmont,23,,SEDNTS100150706,,Y,36.109438247405663,0.021662756825356,0.000000021662757
691,2,P,Piedmont,24,,SEDNTS100150821,,Y,36.109438247405663,0.021662756825356,0.000000021662757
692,2,P,Piedmont,43,,S2INTSINFLOW2160617,,Y,36.109438247405663,0.021662756825356,0.000000021662757
693,2,P,Piedmont,44,,S2DNTS5160617,,Y,36.109438247405663,0.021662756825356,0.000000021662757
694,2,P,Piedmont,45,,S3UPTS6160730,,Y,36.109438247405663,0.021662756825356,0.000000021662757
695,2,P,Piedmont,47,,S3DNTS7160730,,Y,36.109438247405663,0.021662756825356,0.000000021662757
696,2,P,Piedmont,36,,SEDNTS1000150706,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
697,2,P,Piedmont,37,,SEDNTS1000150821,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
698,2,P,Piedmont,38,,HAUPTS2160617,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
699,2,P,Piedmont,39,,HAUPTS22160726,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
700,2,P,Piedmont,41,,HADNTS3160726,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
701,2,P,Piedmont,42,,S2UPTS4160617,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
702,2,P,Piedmont,44,,S2DNTS5160617,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
703,2,P,Piedmont,45,,S3UPTS6160730,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
704,2,P,Piedmont,47,,S3DNTS7160730,,Y,2231.821032091338566,81396.100077037626761,0.081396100077038
705,2,P,Piedmont,57,,SC-8B,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
706,2,P,Piedmont,59,,siteSC-9A,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
707,2,P,Piedmont,60,,siteSCoutlet170710,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
708,2,P,Piedmont,61,,siteSCoutlet170807,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
709,2,P,Piedmont,68,,siteSC-3B,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
710,2,P,Piedmont,75,,siteSC-4B,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
711,2,P,Piedmont,79,,siteSC-5B,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
712,2,P,Piedmont,80,,siteSC-6B,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
713,2,P,Piedmont,83,,siteSC-7B,,Y,9468.309170030654059,1168799.684449829859659,1.168799684449830
714,6,M,Moraine,57,,SC-8B,,Y,501.774871212541541,0.365617541995732,0.000000365617542
715,6,M,Moraine,59,,siteSC-9A,,Y,501.774871212541541,0.365617541995732,0.000000365617542
716,6,M,Moraine,60,,siteSCoutlet170710,,Y,501.774871212541541,0.365617541995732,0.000000365617542
717,6,M,Moraine,61,,siteSCoutlet170807,,Y,501.774871212541541,0.365617541995732,0.000000365617542
718,6,M,Moraine,65,,site8,,Y,501.774871212541541,0.365617541995732,0.000000365617542
719,6,M,Moraine,75,,siteSC-4B,,Y,501.774871212541541,0.365617541995732,0.000000365617542
720,6,M,Moraine,79,,siteSC-5B,,Y,501.774871212541541,0.365617541995732,0.000000365617542
721,6,M,Moraine,80,,siteSC-6B,,Y,501.774871212541541,0.365617541995732,0.000000365617542
722,6,M,Moraine,83,,siteSC-7B,,Y,501.774871212541541,0.365617541995732,0.000000365617542
723,6,M,Moraine,57,,SC-8B,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
724,6,M,Moraine,59,,siteSC-9A,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
725,6,M,Moraine,60,,siteSCoutlet170710,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
726,6,M,Moraine,61,,siteSCoutlet170807,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
727,6,M,Moraine,66,,site29,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
728,6,M,Moraine,75,,siteSC-4B,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
729,6,M,Moraine,79,,siteSC-5B,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
730,6,M,Moraine,80,,siteSC-6B,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
731,6,M,Moraine,83,,siteSC-7B,,Y,13355.991746190957201,5865470.258338133804500,5.865470258338133
732,6,M,Moraine,57,,SC-8B,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
733,6,M,Moraine,59,,siteSC-9A,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
734,6,M,Moraine,60,,siteSCoutlet170710,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
735,6,M,Moraine,61,,siteSCoutlet170807,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
736,6,M,Moraine,68,,siteSC-3B,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
737,6,M,Moraine,75,,siteSC-4B,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
738,6,M,Moraine,79,,siteSC-5B,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
739,6,M,Moraine,80,,siteSC-6B,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
740,6,M,Moraine,83,,siteSC-7B,,Y,9543.157159393596885,969183.853590181795880,0.969183853590182
741,9,C,Colluvial,11,,SDUP150704,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
742,9,C,Colluvial,12,,SDDN150704,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
743,9,C,Colluvial,13,,site48,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
744,9,C,Colluvial,14,,SDDNTS100150704,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
745,9,C,Colluvial,15,,SDDNTS200150704,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
746,9,C,Colluvial,16,,SDDNTS300150704,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
747,9,C,Colluvial,17,,SDDNTS400150704,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
748,9,C,Colluvial,46,,S3INTSINFLOW3160730,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
749,9,C,Colluvial,47,,S3DNTS7160730,,Y,5570.449686171075882,923255.678289502044208,0.923255678289502
750,9,C,Colluvial,36,,SEDNTS1000150706,,Y,1284.974800020503380,51755.604398564435542,0.051755604398564
751,9,C,Colluvial,37,,SEDNTS1000150821,,Y,1284.974800020503380,51755.604398564435542,0.051755604398564
752,9,C,Colluvial,38,,HAUPTS2160617,,Y,1284.974800020503380,51755.604398564435542,0.051755604398564
753,9,C,Colluvial,39,,HAUPTS22160726,,Y,1284.974800020503380,51755.604398564435542,0.051755604398564
