OID_,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name,WatershedArea,LakeAddCheck,FID_Norris1985_bedrock_geology_SZdig_SScont,FmAbbr,Fm,Epoch,Epoch2,Lithology1,Lithology2,Lithology3,Lithology4,Notes,Shape_Length,Shape_Area,polygonareakm2
127,16,,SDDNTS300150704,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,254.563198131890204,1296.087592787020867,0.001296087592787
128,17,,SDDNTS400150704,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,254.563198131890204,1296.087592787020867,0.001296087592787
129,46,,S3INTSINFLOW3160730,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,254.563198131890204,1296.087592787020867,0.001296087592787
130,47,,S3DNTS7160730,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,254.563198131890204,1296.087592787020867,0.001296087592787
131,16,,SDDNTS300150704,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2160.339287637484631,20657.990676255147264,0.020657990676255
132,17,,SDDNTS400150704,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2160.339287637484631,20657.990676255147264,0.020657990676255
133,46,,S3INTSINFLOW3160730,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2160.339287637484631,20657.990676255147264,0.020657990676255
134,47,,S3DNTS7160730,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2160.339287637484631,20657.990676255147264,0.020657990676255
135,42,,S2UPTS4160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,5247.792313003130403,908429.212348715402186,0.908429212348715
136,44,,S2DNTS5160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,5247.792313003130403,908429.212348715402186,0.908429212348715
137,45,,S3UPTS6160730,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,5247.792313003130403,908429.212348715402186,0.908429212348715
138,47,,S3DNTS7160730,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,5247.792313003130403,908429.212348715402186,0.908429212348715
139,43,,S2INTSINFLOW2160617,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3886.476685843165342,564499.105313577805646,0.564499105313578
140,44,,S2DNTS5160617,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3886.476685843165342,564499.105313577805646,0.564499105313578
141,45,,S3UPTS6160730,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3886.476685843165342,564499.105313577805646,0.564499105313578
142,47,,S3DNTS7160730,,Y,72,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3886.476685843165342,564499.105313577805646,0.564499105313578
143,43,,S2INTSINFLOW2160617,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,6578.029373786856922,1609871.426492506172508,1.609871426492506
144,44,,S2DNTS5160617,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,6578.029373786856922,1609871.426492506172508,1.609871426492506
145,45,,S3UPTS6160730,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,6578.029373786856922,1609871.426492506172508,1.609871426492506
146,47,,S3DNTS7160730,,Y,80,DI,Imperial,Devonian,Upper,Sandstone,Shale,Siltstone,NA,Flyschoid,6578.029373786856922,1609871.426492506172508,1.609871426492506
147,43,,S2INTSINFLOW2160617,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,9786.541918195503968,3005692.168760547414422,3.005692168760547
148,44,,S2DNTS5160617,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,9786.541918195503968,3005692.168760547414422,3.005692168760547
149,45,,S3UPTS6160730,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,9786.541918195503968,3005692.168760547414422,3.005692168760547
150,47,,S3DNTS7160730,,Y,104,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,9786.541918195503968,3005692.168760547414422,3.005692168760547
151,43,,S2INTSINFLOW2160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,10462.760200934644672,3525011.471746367402375,3.525011471746367
152,44,,S2DNTS5160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,10462.760200934644672,3525011.471746367402375,3.525011471746367
153,45,,S3UPTS6160730,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,10462.760200934644672,3525011.471746367402375,3.525011471746367
154,47,,S3DNTS7160730,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,10462.760200934644672,3525011.471746367402375,3.525011471746367
155,43,,S2INTSINFLOW2160617,,Y,118,Pu,Undivided,Permian,Lower and Middle Permian,Shale,Siltstone,Limestone,NA,marine; Sarah assigned based on colour and nearby unit Pu (could be Cf or another P),2750.530276681693067,266770.015600454120431,0.266770015600454
156,44,,S2DNTS5160617,,Y,118,Pu,Undivided,Permian,Lower and Middle Permian,Shale,Siltstone,Limestone,NA,marine; Sarah assigned based on colour and nearby unit Pu (could be Cf or another P),2750.530276681693067,266770.015600454120431,0.266770015600454
157,45,,S3UPTS6160730,,Y,118,Pu,Undivided,Permian,Lower and Middle Permian,Shale,Siltstone,Limestone,NA,marine; Sarah assigned based on colour and nearby unit Pu (could be Cf or another P),2750.530276681693067,266770.015600454120431,0.266770015600454
158,47,,S3DNTS7160730,,Y,118,Pu,Undivided,Permian,Lower and Middle Permian,Shale,Siltstone,Limestone,NA,marine; Sarah assigned based on colour and nearby unit Pu (could be Cf or another P),2750.530276681693067,266770.015600454120431,0.266770015600454
159,56,,site12-1,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,795.863735949597071,13120.823632818275655,0.013120823632818
160,59,,siteSC-9A,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,795.863735949597071,13120.823632818275655,0.013120823632818
161,60,,siteSCoutlet170710,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,795.863735949597071,13120.823632818275655,0.013120823632818
162,61,,siteSCoutlet170807,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,795.863735949597071,13120.823632818275655,0.013120823632818
163,56,,site12-1,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,3345.551484810531292,198484.156634385872167,0.198484156634386
164,59,,siteSC-9A,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,3345.551484810531292,198484.156634385872167,0.198484156634386
165,60,,siteSCoutlet170710,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,3345.551484810531292,198484.156634385872167,0.198484156634386
166,61,,siteSCoutlet170807,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,3345.551484810531292,198484.156634385872167,0.198484156634386
167,57,,SC-8B,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,4461.872686233423337,989265.061143518658355,0.989265061143519
168,59,,siteSC-9A,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,4461.872686233423337,989265.061143518658355,0.989265061143519
169,60,,siteSCoutlet170710,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,4461.872686233423337,989265.061143518658355,0.989265061143519
170,61,,siteSCoutlet170807,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,4461.872686233423337,989265.061143518658355,0.989265061143519
171,57,,SC-8B,,Y,87,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,16288.779838911987099,4870973.936260670423508,4.870973936260670
172,59,,siteSC-9A,,Y,87,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,16288.779838911987099,4870973.936260670423508,4.870973936260670
173,60,,siteSCoutlet170710,,Y,87,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,16288.779838911987099,4870973.936260670423508,4.870973936260670
174,61,,siteSCoutlet170807,,Y,87,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,16288.779838911987099,4870973.936260670423508,4.870973936260670
175,57,,SC-8B,,Y,88,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,3592.912972456727402,665649.493253389839083,0.665649493253390
176,59,,siteSC-9A,,Y,88,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,3592.912972456727402,665649.493253389839083,0.665649493253390
177,60,,siteSCoutlet170710,,Y,88,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,3592.912972456727402,665649.493253389839083,0.665649493253390
178,61,,siteSCoutlet170807,,Y,88,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,3592.912972456727402,665649.493253389839083,0.665649493253390
179,57,,SC-8B,,Y,105,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,30616.307963754043158,14676041.850304249674082,14.676041850304250
180,59,,siteSC-9A,,Y,105,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,30616.307963754043158,14676041.850304249674082,14.676041850304250
181,60,,siteSCoutlet170710,,Y,105,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,30616.307963754043158,14676041.850304249674082,14.676041850304250
182,61,,siteSCoutlet170807,,Y,105,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,30616.307963754043158,14676041.850304249674082,14.676041850304250
183,57,,SC-8B,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,23279.987743431131094,2943307.921172205824405,2.943307921172206
184,59,,siteSC-9A,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,23279.987743431131094,2943307.921172205824405,2.943307921172206
185,60,,siteSCoutlet170710,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,23279.987743431131094,2943307.921172205824405,2.943307921172206
186,61,,siteSCoutlet170807,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,23279.987743431131094,2943307.921172205824405,2.943307921172206
187,57,,SC-8B,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,10747.957780328284571,1787753.548932996112853,1.787753548932996
188,59,,siteSC-9A,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,10747.957780328284571,1787753.548932996112853,1.787753548932996
189,60,,siteSCoutlet170710,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,10747.957780328284571,1787753.548932996112853,1.787753548932996
190,61,,siteSCoutlet170807,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,10747.957780328284571,1787753.548932996112853,1.787753548932996
191,58,,site14,,Y,85,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,4794.301493925559043,456056.554131709563080,0.456056554131710
192,59,,siteSC-9A,,Y,85,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,4794.301493925559043,456056.554131709563080,0.456056554131710
193,60,,siteSCoutlet170710,,Y,85,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,4794.301493925559043,456056.554131709563080,0.456056554131710
194,61,,siteSCoutlet170807,,Y,85,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,4794.301493925559043,456056.554131709563080,0.456056554131710
195,58,,site14,,Y,105,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,47850.650716742122313,25254882.577556975185871,25.254882577556973
196,59,,siteSC-9A,,Y,105,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,47850.650716742122313,25254882.577556975185871,25.254882577556973
197,60,,siteSCoutlet170710,,Y,105,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,47850.650716742122313,25254882.577556975185871,25.254882577556973
198,61,,siteSCoutlet170807,,Y,105,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,47850.650716742122313,25254882.577556975185871,25.254882577556973
199,15,,SDDNTS200150704,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3711.644967288959833,41914.315937844614382,0.041914315937845
200,16,,SDDNTS300150704,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3711.644967288959833,41914.315937844614382,0.041914315937845
201,17,,SDDNTS400150704,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3711.644967288959833,41914.315937844614382,0.041914315937845
202,46,,S3INTSINFLOW3160730,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3711.644967288959833,41914.315937844614382,0.041914315937845
203,47,,S3DNTS7160730,,Y,71,JKNB,North Branch,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Sandstone,Conglomerate,NA,NA,glauconitic; marine,3711.644967288959833,41914.315937844614382,0.041914315937845
204,15,,SDDNTS200150704,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,998.408585949451776,8125.571544196628565,0.008125571544197
205,16,,SDDNTS300150704,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,998.408585949451776,8125.571544196628565,0.008125571544197
206,17,,SDDNTS400150704,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,998.408585949451776,8125.571544196628565,0.008125571544197
207,46,,S3INTSINFLOW3160730,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,998.408585949451776,8125.571544196628565,0.008125571544197
208,47,,S3DNTS7160730,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,998.408585949451776,8125.571544196628565,0.008125571544197
209,41,,HADNTS3160726,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,193.510604258430845,1048.220948238413712,0.001048220948238
210,42,,S2UPTS4160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,193.510604258430845,1048.220948238413712,0.001048220948238
211,44,,S2DNTS5160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,193.510604258430845,1048.220948238413712,0.001048220948238
212,45,,S3UPTS6160730,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,193.510604258430845,1048.220948238413712,0.001048220948238
213,47,,S3DNTS7160730,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,193.510604258430845,1048.220948238413712,0.001048220948238
214,55,,siteDC-4,,Y,46,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,12850.274360678093217,1892649.532268193084747,1.892649532268193
215,57,,SC-8B,,Y,46,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,12850.274360678093217,1892649.532268193084747,1.892649532268193
216,59,,siteSC-9A,,Y,46,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,12850.274360678093217,1892649.532268193084747,1.892649532268193
217,60,,siteSCoutlet170710,,Y,46,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,12850.274360678093217,1892649.532268193084747,1.892649532268193
218,61,,siteSCoutlet170807,,Y,46,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,12850.274360678093217,1892649.532268193084747,1.892649532268193
219,55,,siteDC-4,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,1582.879687611102781,73798.830959066413925,0.073798830959066
220,57,,SC-8B,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,1582.879687611102781,73798.830959066413925,0.073798830959066
221,59,,siteSC-9A,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,1582.879687611102781,73798.830959066413925,0.073798830959066
222,60,,siteSCoutlet170710,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,1582.879687611102781,73798.830959066413925,0.073798830959066
223,61,,siteSCoutlet170807,,Y,48,KBC,Boundary Creek,Cretaceous,Upper Cretaceous,Shale,Bentonite,NA,NA,marine,1582.879687611102781,73798.830959066413925,0.073798830959066
224,55,,siteDC-4,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,8948.207981996516537,1847676.262354846578091,1.847676262354846
225,57,,SC-8B,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,8948.207981996516537,1847676.262354846578091,1.847676262354846
226,59,,siteSC-9A,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,8948.207981996516537,1847676.262354846578091,1.847676262354846
227,60,,siteSCoutlet170710,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,8948.207981996516537,1847676.262354846578091,1.847676262354846
228,61,,siteSCoutlet170807,,Y,86,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,8948.207981996516537,1847676.262354846578091,1.847676262354846
229,55,,siteDC-4,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,53157.316131158026110,36850198.995218828320503,36.850198995218825
230,57,,SC-8B,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,53157.316131158026110,36850198.995218828320503,36.850198995218825
231,59,,siteSC-9A,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,53157.316131158026110,36850198.995218828320503,36.850198995218825
232,60,,siteSCoutlet170710,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,53157.316131158026110,36850198.995218828320503,36.850198995218825
233,61,,siteSCoutlet170807,,Y,107,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,53157.316131158026110,36850198.995218828320503,36.850198995218825
234,55,,siteDC-4,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,55500.902665425404848,47615459.197407163679600,47.615459197407162
235,57,,SC-8B,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,55500.902665425404848,47615459.197407163679600,47.615459197407162
236,59,,siteSC-9A,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,55500.902665425404848,47615459.197407163679600,47.615459197407162
237,60,,siteSCoutlet170710,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,55500.902665425404848,47615459.197407163679600,47.615459197407162
238,61,,siteSCoutlet170807,,Y,108,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,55500.902665425404848,47615459.197407163679600,47.615459197407162
239,57,,SC-8B,,Y,88,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,12887.161611554545743,3339196.167966410052031,3.339196167966410
240,59,,siteSC-9A,,Y,88,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,12887.161611554545743,3339196.167966410052031,3.339196167966410
